x,y,z,error,reference,"[300, 300, 130]"
3225143,3488053,758264114,758278862.5993184
3224881,3488049,758264630,758279377.4565958
3224886,3551536,758199604,758214647.4487786
3225138,3551282,758200625,758215668.3104984
3224114,3551538,758264884,758279922.8693317
3224884,3488057,758200368,758215116.7670827
3224376,3551544,758199860,758214901.3123353
3224625,3551541,758200630,758215672.341713
3224372,3552306,758264633,758279676.5684297
3225139,3487801,758200371,758215119.6740005
3224630,3551544,758200624,758215666.3771466
3224118,3551542,758264115,758279153.9204541
3224631,3488049,758200119,758214866.6592371
3224369,3551538,758264626,758279665.9586642
3224880,3551539,758199353,758214396.4423356
3224884,3551542,758199605,758214648.4683552
3224374,3551285,758199602,758214642.0959611
3224883,3551541,758200373,758215416.4440492
3224628,3551543,758264625,758279666.0833664
3224888,3488055,758200371,758215119.7748353
3224373,3551544,758265138,758280177.9935282
3224883,3551289,758200631,758215673.2586402
3225141,3487544,758264115,758278861.2497852
3224370,3552568,758264115,758279159.797623
3224116,3551794,758265141,758280181.0716565
3225136,3488049,758198840,758213589.8320328
3224368,3551288,758200631,758215671.0639104
3223858,3551797,758200626,758215666.2795662
3224885,3551288,758199091,758214133.2932788
3224119,3552564,758200117,758215161.992472
3224374,3552057,758200376,758215419.6964111
3224627,3552056,758264629,758279672.4817351
3224119,3552052,758199860,758214902.5990502
3224376,3552051,758263864,758278906.4063714
3224628,3551288,758199609,758214650.1899703
3224883,3551797,758200113,758215157.648319
3225141,3488048,758264114,758278862.567815
3224628,3551793,758263856,758278898.2696167
3225141,3551281,758263864,758278906.053149
3225649,3487033,758263862,758278608.0655005
3225657,3487027,758263857,758278603.0720376
3224117,3551285,758200373,758215411.9877667
3223857,3552054,758200369,758215410.4842936
3224370,3551287,758264115,758279153.7976758
3224632,3488056,758199858,758214605.7008106
3224376,3488056,758263857,758278602.3566139
3223609,3552567,758200625,758215667.8280883
3224889,3551281,758200116,758215158.2569959
3224118,3552048,758200624,758215666.5607725
3224120,3551537,758264369,758279407.9004598
3223863,3552565,758199345,758214388.9241757
3223865,3551798,758264887,758279926.0283911
3223600,3552567,758265136,758280177.4989963
3223862,3552308,758263856,758278897.4250853
3224118,3551794,758200113,758215154.3812149
14388,3553336,758200120,758208315.1082486
3223865,3552311,758199603,758214645.7375582
3224884,3551539,758200370,758215413.4389948
3224627,3551799,758264625,758279667.2780795
3224629,3551282,758200376,758215417.1507759
3224630,3551539,758264116,758279157.0833213
3225394,3487541,758200630,758215378.5576701
3225136,3488050,758200119,758214868.8115325
3225398,3488055,758200627,758215377.9389447
3224884,3551538,758264887,758279929.1433043
3224633,3551536,758264880,758279921.0667424
3225400,3487795,758200117,758214866.7615172
3225144,3487795,758200113,758214861.6727316
3224115,3552049,758264881,758279922.2669721
3224629,3552050,758199600,758214644.7635021
3223859,3552056,758264624,758279664.2165647
3224113,3552307,758264112,758279154.4823604
3224374,3551793,758264889,758279930.1689414
3225397,3487799,758200377,758215126.7620525
3224626,3488055,758264882,758279628.3949053
3224115,3551287,758264625,758279662.703302
3224629,3551801,758264627,758279669.2959112
3225139,3551545,758264117,758279160.2759252
3224884,3551280,758199605,758214647.2412738
3224113,3551792,758264370,758279410.0649593
3223859,3552817,758264884,758279927.7762415
3224374,3488054,758264372,758279117.3288083
3224118,3551798,2963767,5638198.720238317
3224627,3551800,758264372,758279414.2878255
3223865,3552057,758264369,758279409.2518572
3223608,3552305,758264117,758279157.3260596
3224376,3551543,758263856,758278896.0272479
3224117,3552055,758200117,758215159.5994568
3224628,3487794,758264627,758279372.207971
3224377,3488050,758264632,758279377.318065
3224115,3551284,758263856,758278893.7046354
3224629,3551539,758199608,758214650.3698065
3224120,3552057,758199604,758214646.6318467
3224632,3488057,758264119,758278865.4445866
3224375,3551537,758200633,758215674.2598301
3225144,3487793,758200631,758215379.6533678
3225140,3488050,758200628,758215377.8185563
3224373,3552048,758264119,758279161.3744618
3224117,3552565,758200372,758215416.9835497
3224626,3551544,758200377,758215419.3650792
