x,y,z,error,reference,"[1115, 406, 305]"
1134,481,301,77.47257579298626
1114,506,295,100.50373127401788
1121,515,202,150.08664164408503
1120,528,295,122.51122397560151
1117,498,286,93.96275858019496
1125,532,149,200.77848490313897
1139,488,264,94.76813810558906
1108,553,140,221.0950022049345
1123,511,280,108.23123393919151
1119,557,369,164.05182108102306
1127,515,245,125.0
1113,528,302,122.05326705991938
1125,547,185,185.42114226808116
1115,532,334,129.29423807734048
1115,539,250,143.92359083902818
1113,543,310,137.10579856446626
1105,574,152,227.44889535893552
1107,539,80,261.49187367870536
1102,505,257,110.78808600206072
1123,516,241,127.51470503436066
1125,501,245,112.80514172678477
1115,534,178,180.31361568112376
1125,538,200,168.9644933114647
1096,555,221,172.0988088279521
1119,529,286,124.52309022827853
1119,506,245,116.68761716651856
1107,525,235,138.29316685939332
1108,539,213,161.87031846512195
1122,526,136,207.38852427268003
1131,532,214,156.2465999630072
1124,506,319,101.3755394560246
1131,505,143,190.52821313390834
1123,533,269,132.24598292575845
1135,499,264,103.58571330062848
1124,521,364,129.5646556743003
1114,539,399,162.86804474788786
1119,535,297,129.30970574554718
1127,505,214,135.00370365289984
1125,512,300,106.58799181896619
1117,538,215,159.77484157401003
1118,519,304,113.04423912787419
1121,542,59,281.15476165272395
1103,546,216,166.3279892261071
1113,526,275,123.70933675353692
1135,478,218,114.6865292874451
1125,516,284,112.43220179290275
1124,532,361,138.17742217887843
1121,520,262,121.98770429842509
1117,521,235,134.64397498588642
1135,521,261,124.74373731775074
1120,538,234,149.9666629621397
1125,516,266,117.13667231059623
1126,526,245,134.6142637315972
1124,509,209,141.088624630053
1127,515,192,157.4611063088279
1119,511,250,118.6001686339442
1125,529,171,182.16750533506243
1123,539,245,146.12665739008744
1127,485,228,110.9684639886486
1125,501,239,116.10770861575041
1107,548,283,143.91664254004817
1111,535,300,129.15881696578055
1125,519,248,126.95668552699382
1116,541,305,135.00370365289984
1104,550,420,184.6131089603336
1120,528,252,133.1089779090802
1107,542,300,136.32681321002116
1120,510,261,113.03539268742335
1123,543,127,224.75987186328436
1119,539,222,156.82474294574817
1122,540,305,134.18271125595874
1107,552,189,186.64404624846728
1128,495,223,121.71277665060477
1109,517,383,135.7976435730753
1122,510,231,127.83192089615174
1126,492,207,130.84723917607127
1100,552,222,168.61198059449987
1130,478,273,80.20598481410224
1118,502,249,111.18003417880388
1129,499,207,135.827095971312
1127,505,219,131.68523075880606
1126,485,260,91.58056562393574
1115,516,318,110.76551810017412
1120,474,329,72.2841614740048
1115,521,311,115.15641536623133
1099,535,366,143.58969322343438
1116,526,260,128.16395749195635
1117,507,246,116.98717878468563
1116,515,292,109.77704678119191
1118,509,244,119.74556359214316
1104,561,307,155.4027026792005
1115,538,220,157.0
1123,557,233,167.47835681066374
1118,500,265,102.20078277586722
1119,520,313,114.35033887138245
1131,500,243,113.73653766490344
1119,485,251,95.77577981932593
1124,493,226,117.86008654332475
1139,483,336,86.4060183089118
1135,479,287,77.80102827083972
