x,y,z,error,reference,"[1784, 355, 305]"
1844,271,218,135.0
1848,284,152,180.40509970618902
1870,270,221,147.2311108427835
1858,273,238,129.18591254467339
1867,264,210,155.54742042219794
1857,263,190,164.3715303816327
1862,265,232,139.68894014917572
1867,286,221,136.769879725033
1869,264,280,127.00787377166819
1868,287,192,156.36176003102548
1855,292,254,107.75435026020992
1856,268,296,113.28724553099524
1856,257,224,146.11296999240005
1857,263,192,162.97852619286996
1840,272,198,146.54009690183776
1855,272,180,165.99698792448012
1858,261,275,123.3369368842927
1860,284,217,136.23876100434853
1864,289,221,133.46160496562297
1869,258,285,130.51436702524362
1852,256,171,179.94721448246983
1856,265,234,135.36986370680884
1850,257,196,160.75136080294934
1856,249,211,158.92136420255144
1857,268,210,148.06417527545275
1878,257,276,138.8560405599987
1872,294,256,117.75398082442902
1856,263,253,127.87493890516625
1868,276,235,134.89625643434292
1867,268,186,169.1715106038839
1849,281,175,163.09812997088594
1891,245,295,153.78231367748373
1851,271,222,135.77186748365804
1878,279,242,136.31214179228496
1867,271,214,149.08386901338454
1858,278,261,115.50324670761422
1880,282,250,132.55187663703597
1876,258,266,139.26234236145822
1863,289,287,104.50358845513392
1868,286,228,133.21411336641475
1851,264,240,130.3648725692623
1876,252,224,160.10621474508727
1861,273,225,138.03260484392808
1868,282,239,129.38701635017327
1857,269,245,127.76932339180637
1865,267,232,140.12137595670407
1868,233,268,152.6728528586533
1868,243,241,153.93505123915088
1850,242,228,151.83543723386842
1850,249,229,146.17797371697284
1857,267,236,133.5440002396214
1864,258,238,142.47104969080561
1855,273,201,150.26975743641833
1837,272,160,175.2797763576848
1861,258,246,137.18236038208408
1859,262,208,153.89281984550155
1849,272,200,148.79180084937477
1872,244,186,185.00270268296083
1847,274,206,142.58681565979373
1879,274,244,138.94963116179906
1872,270,206,157.3848785620779
1853,273,231,130.23440405668543
1868,262,269,130.3878828726044
1862,283,253,118.20321484629766
1863,261,218,150.48587973627292
1862,269,219,144.48529336925608
1870,274,215,148.51599240485854
1868,269,238,137.6263056250512
1880,289,287,117.88129622633099
1873,284,242,130.1191761424887
1859,285,206,142.56928140381433
1865,286,235,127.36561545409342
1871,294,235,127.23993083933989
1859,270,99,235.12975141397993
1849,292,167,165.03938923784224
1871,290,264,116.081867662439
1865,296,219,132.05301965498555
1867,287,209,143.97569239284803
1855,295,183,153.37861650177967
1854,291,180,156.91080268738668
1862,282,178,165.95782596792475
1842,298,166,161.04036761011196
1868,289,238,126.09916732476864
1858,277,246,122.64175471673586
1869,280,254,124.30205147140572
1863,261,260,130.77461527376022
1865,308,196,143.7045580348793
1867,301,196,147.26167186338745
1873,296,197,151.87494855966207
1858,293,187,152.4598307751914
1859,284,200,147.27864746798838
1863,307,187,149.8966310495336
1870,288,203,149.29500996349475
1864,270,230,138.74436925511608
1856,262,220,145.11374848717816
1856,258,210,153.68148880070103
1859,272,194,157.59124341155507
1854,260,211,150.86749152816188
1849,253,237,138.75518008348374
1854,272,154,185.98387026836494
