x,y,z,error,reference,"[1784, 355, 305]"
1900,356,296,116.35291143757426
1863,378,271,89.02808545621994
1895,366,350,120.27884269479816
1900,372,366,132.15899515356494
1904,359,312,120.2705283932851
1904,352,370,136.50641010589942
1910,371,309,127.07478113300058
1904,363,392,148.435171034361
1895,362,356,122.35603785674003
1908,359,370,140.06070112633307
1903,363,296,119.60769206033531
1887,378,373,125.54680402144852
1872,380,188,148.51935900750448
1895,380,349,121.99180300331658
1895,364,322,112.65433857601755
1904,359,380,141.56623891309678
1896,388,300,116.86744627996285
1894,372,269,116.9829047339824
1894,373,329,114.01754250991378
1920,357,345,141.77446878757826
1896,361,365,127.20062892926278
1866,238,271,146.8638825579659
1885,343,340,107.56393447619885
1879,370,329,99.12618221237011
1906,365,332,125.35150577476124
1900,350,354,126.02380727465746
1903,368,333,122.93900926882404
1892,359,347,115.94826432508596
1908,357,264,130.61776295741709
1878,336,251,110.05907504608605
1895,350,225,136.91603266235842
1893,353,270,114.49890829173874
1894,364,314,110.73391531053167
1922,342,384,159.54309762568857
1878,365,274,99.4836670011716
1871,348,297,87.64701934464172
1898,349,352,123.45444503945575
1885,362,347,109.60839383915814
1888,364,299,104.5609869884557
1898,371,364,129.35609765295177
1911,352,392,153.97077644800004
1895,356,301,111.07655018049489
1896,343,348,120.56948204251356
1895,347,292,112.0446339634344
1907,372,268,129.56465567430033
1915,366,341,136.3011371926148
1902,375,297,119.9499895789908
1887,377,237,125.36745989290841
1902,369,333,122.08193969625482
1909,364,288,126.47134062703691
1893,346,293,110.0272693471941
1909,373,383,148.435171034361
1912,364,322,129.43724348115578
1883,389,322,106.04715932074748
1919,362,356,144.48183276799892
1895,360,324,112.72532989528129
1905,378,304,123.17061337835418
1875,393,221,129.5414991421668
1916,366,321,133.42038824707413
1923,363,307,139.24438947404667
1911,362,353,135.94851966829208
1885,358,325,103.00485425454472
1887,371,240,122.84136111261549
1894,370,298,111.23848254988019
1907,357,351,131.33544837552427
1892,359,311,108.24047302187846
1898,365,254,125.28766898621748
1897,352,335,116.95298200559061
1893,347,336,113.60457737256893
1894,377,320,113.17685275708986
1904,349,376,139.5600229292042
1894,370,270,116.40446726822816
1898,354,334,117.63502879669814
1891,375,367,125.27170470621049
1921,384,393,165.3904471243729
1889,349,321,106.38138934982942
1906,342,367,137.46635952115702
1894,330,346,120.02499739637574
1902,376,353,129.10848151845022
1890,362,300,106.34848376916335
1891,370,280,110.90085662428402
1898,338,320,116.2325255683623
1893,364,353,119.44036168732913
1866,373,287,85.86035173466273
1906,334,358,134.66254119093404
1902,349,314,118.49472562101656
1872,380,241,111.64676439557037
1910,354,371,142.24275025462632
1903,370,306,119.9458211026962
1903,368,344,125.90075456485557
1884,351,352,110.5667219374799
1899,368,302,115.77132632910447
1905,357,347,128.09761902549164
1884,384,330,107.07940978544848
1885,372,307,102.44022647378324
1897,369,266,120.3577999134248
1898,367,353,124.27389106324786
1903,363,315,119.68709203585823
1871,374,194,142.30600830604448
1876,353,319,93.08061022576076
